sentence,label
"&gt;&gt; I know it's cool to be in your own little bubble, but it's not cool to act like somebody in their eighties who can't hear when you're in your twenties or thirties.",-2
"The point is, you know, even as a young person, you can hurt yourself, and you don't know it now.",-1
"And we'd be bad parents if we didn't offer a solution to it, and the solution is just moderation.",2
That's all.,1
You can still enjoy; you can still party.,-1
"You can still have fun, but don't destroy your eardrums in the process.",1
It's really simple.,1
"&gt;&gt; I've spent my life working with kids, and so I care about them.",1
"Ok, good morning.",1
My name is Chiomie and I'm going to start a YouTube video pretty soon.,2
you’re taking a break at the coffee machine with your American colleague Bob from the Boston office,2
You both have your coffee and you’re standing around a table in the break area You want to start the conversation Find something to say following the ARE structure and say it out loud for yourself,2
I’ll guide you Anchor your conversation,1
,0
My name is Prudence [? Meeds,2
"?] I am an emergency room nurse and paramedic, and I live in Sebastian, Florida",1
I have been in emergency medicine for nearly 20 years,2
"And for most of my adult life, I've worked two jobs",2
"And currently, I actually work three",1
"And I've got to tell you, I am tired",3
I am tired of working so hard,1
I am tired of feeling like I'm spinning my wheels all the time,1
"Back in May, I decided to schedule a call with Morris Invest",2
And what an adventure it has been,0
"I closed on a duplex last month, and today, just closed on another single family home in Indianapolis",1
I can't express how exciting this has been for me-- passive income through buy and hold turn key properties,0
The process has been easy,0
The Morris Invest team has walked me through all of the paperwork,-1
My return on investment will be incredible,-1
"And I know that from this, I will finally be able to build wealth through passive residual income",-2
My plan is to eventually replace my income and maybe get down to one job,0
an ambulance for you,-1
Some examples of feeling ill are experiencing chest pains or a woman in labor,-1
If you are lost the officer can provide you directions,-1
Hi this is Ryan Tapp on behalf of Expert Village and this is smack talking by involving significant others coming at you.,0
"There are different ways to smack talk involving there your opponent significant other smack talk on there husbands, there wife, there boyfriend, there girlfriend, there crush one way to do this is to degrade them, to make fun of them.",2
"Your girlfriend would go out without with anyone, your boyfriend or your husband is having relations with your cousin, I'm mean saying that sort of thing it hits very close to home.",-1
"In front of your opponent when there girlfriend or boyfriend is there why not hit on there boyfriend or girlfriend tell them how attractive they are, make passes at them.",1
"This would destroy your opponents sike he does not know what is going on, he does not know how to stop it, he does not know how to take it, he gets very upsetting you are siking him out, you are smack talking.",1
Good job.,0
"model, and the Positive Activation – Negative Activation (PANA) model",0
Circumplex model The circumplex model of emotion was first developed by James Russell,0
"This model suggests that emotions are distributed in a two-dimensional circular space, containing arousal and valence dimensions",0
"Arousal represents the vertical axis and valence represents the horizontal axis, while the center of the circle represents a neutral valence and a medium level of arousal",1
